video,seconds,fps,numFrame,rfps,subset,featureFrame
QcuEtPQruOA,61,25,1525,25,training,1525
PiYHUp7VbtU,25,29,725,29,training,725
nB-3mbe4NK4,25,23,575,23,training,575
yF6_ZEbIqxI,36,24,864,24,training,864
1NcnNFRZmgw,30,29,870,29,training,870
OkCMGGt7Rac,25,30,750,30,training,750
SoSpbP5bWBA,25,29,725,29,training,725
oS0G1cGzgck,100,25,2500,25,training,2500
q6osd3kH6V0,25,25,625,25,training,625
8Z6ht_5HTuY,25,30,750,30,training,750
z9v9Mq4abbo,31,25,775,25,training,775
FG6wIQsZL-I,48,29,1392,29,testing,1392
DToab590LA4,25,29,725,29,training,725
TJoJJ7BaJ4I,25,29,725,29,training,725
n-CXCEn0T0g,88,25,2200,25,validation,2200
rPunlVUa718,29,29,841,29,validation,841
We346dJcJF0,25,25,625,25,training,625
86hiK9qP7js,38,30,1140,30,validation,1140
7qfJDEaRRXU,27,25,675,25,training,675
xGLqM2B7fRA,25,30,750,30,training,750
0c30iCg0wb4,25,30,750,30,training,750
e7Atzrd9Fq0,25,29,725,29,testing,725
irhCDeljdN4,25,18,450,18,validation,450
zSiKS3AIqug,39,29,1131,29,training,1131
LehZEC2dVhk,28,30,840,30,training,840
aLVmvS04ZQg,47,29,1363,29,testing,1363
v6AVfXqB0os,28,25,700,25,training,700
8iQeAjX7A9k,25,29,725,29,training,725
xkGLiV6BsVc,25,30,750,30,training,750
hmJ2-0Uc9DI,25,29,725,29,validation,725
GxEKxCQ7g_E,25,25,625,25,training,625
b_CeVq-I0tk,25,30,750,30,training,750
Xn9PdAykAIY,25,30,750,30,validation,750
ErHe6mKAIFg,25,24,600,24,training,600
ft3jey3Vp4M,39,29,1131,29,testing,1131
W8w4ZBITJKA,25,23,575,23,testing,575
dEPzbXUZ-Og,25,25,625,25,training,625
qifNWtjiEws,31,29,899,29,training,899
3NPslD8AI7w,28,25,700,25,testing,700
q2z4M8uXKm4,54,7,378,7,training,378
rFFCJYliWEM,25,30,750,30,training,750
CgoJFaFjHHA,25,25,625,25,validation,625
Yr7I_p1Yb18,25,25,625,25,training,625
Ow2REFvIB14,25,29,725,29,testing,725
ohcxbVdoOWw,25,21,525,21,training,525
jHtB1lxALyM,25,23,575,23,training,575
R5nHl3Twieg,33,30,990,30,training,990
RyeSAd3MDPM,25,25,625,25,testing,625
7KjFqbAOZzw,25,25,625,25,validation,625
D_udNII9vRg,26,29,754,29,training,754
_FDb2kWcs6I,87,29,2523,29,training,2523
WAm4Si-NiOM,25,30,750,30,training,750
eSd2DsUiWt8,28,30,840,30,training,840
I1vvWp74HuA,25,29,725,29,validation,725
I9ztIh1mKFw,25,15,375,15,training,375
gFm_inxiHcs,25,30,750,30,testing,750
cS46v5fClh4,25,29,725,29,training,725
Pm6OGail8ow,25,29,725,29,training,725
sqb7VveKIrk,25,29,725,29,training,725
pofp0YkTw6U,26,30,780,30,training,780
QDtcRqr9D1w,84,30,2520,30,training,2520
6cK0Rn9Q7z8,45,29,1305,29,training,1305
wgq5d_eEgzg,25,24,600,24,validation,600
a6-qAM9meSY,25,30,750,30,training,750
WUcqfrpOluo,65,30,1950,30,validation,1950
oIy9ls2qVIE,25,29,725,29,training,725
vz8IFWqnBzM,25,29,725,29,training,725
faYi2M6D5fY,38,29,1102,29,training,1102
5vjjxjW_Z_o,33,30,990,30,training,990
O-5S9QoIf8s,82,29,2378,29,training,2378
Ur6WL8UfgI0,26,29,754,29,validation,754
feXTwNs-EMI,25,29,725,29,validation,725
PzzLDh_ziyA,25,29,725,29,validation,725
qCaiSyUQuIo,25,29,725,29,training,725
s4XQUTD-gok,25,29,725,29,validation,725
ZM6mJSlLGio,25,30,750,30,training,750
u16AV4gnD-k,25,25,625,25,training,625
fMgyF9gLgfw,25,29,725,29,training,725
YhHOI_GhKQY,59,30,1770,30,training,1770
bbkLd0PPKsU,29,25,725,25,training,725
OCfTx-GwEBQ,26,29,754,29,training,754
Yy9jRWR9kwg,25,30,750,30,training,750
NlKpgWMVzBw,25,25,625,25,training,625
BRmRT7pPnPA,25,30,750,30,validation,750
6E3YgvrxISs,25,30,750,30,training,750
MDZNsKfJKms,25,30,750,30,testing,750
RiwcwkIFnfo,25,29,725,29,testing,725
V3CUaLe0ef4,67,23,1541,23,training,1541
0kl5Je1K4C4,25,30,750,30,training,750
M55SEDj-Bw4,25,29,725,29,validation,725
1NbPxfkYx0A,25,24,600,24,training,600
AvALdRs8d5Q,77,25,1925,25,training,1925
vWF8F1RkcA8,35,23,805,23,testing,805
Ov9vyoasJcU,79,29,2291,29,training,2291
3QJ8OsbhAsY,25,24,600,24,validation,600
lO2TQKzHLqg,25,29,725,29,training,725
_uXc7nr7PX4,35,30,1050,30,training,1050
dzjyBcqbD7g,25,30,750,30,training,750
NhW8l6Z15ns,30,29,870,29,training,870
EmGME2CzbQQ,30,30,900,30,validation,900
cndfNLwbV-s,25,30,750,30,testing,750
7Vz4X6TcG7o,25,30,750,30,training,750
vfIiaHovQWU,25,30,750,30,validation,750
MsPsKid73Cw,28,30,840,30,training,840
DUzQYDG5dhk,261,29,7569,29,training,7569
24RDq_9QtN8,280,30,8400,30,training,8400
KUGf-irpTMQ,250,25,6250,25,training,6250
CvO41VxGEpU,250,29,7250,29,training,7250
6ftfBLP-cdc,250,29,7250,29,training,7250
c3qcvG9xZ9M,251,29,7279,29,testing,7279
X3xySE6SBM0,251,29,7279,29,training,7279
fQXeGp8NEls,251,29,7279,29,training,7279
wJnF6O560LI,365,30,10950,30,validation,10950
uvXMPsOxXi4,251,29,7279,29,training,7279
QQZEgKmgYIQ,251,30,7530,30,validation,7530
fNcWWemktTI,251,30,7530,30,testing,7530
cWs6t4Y6jgE,254,25,6350,25,training,6350
q0X2_puAqRw,252,29,7308,29,testing,7308
IomTl8XV33U,252,29,7308,29,testing,7308
-xNHtVSC6js,252,29,7308,29,testing,7308
DxkQwMQBnhs,252,29,7308,29,training,7308
43kqWeXiX8A,318,30,9540,30,training,9540
xBl7ftM3-LU,287,30,8610,30,training,8610
T0f_lt0LFhI,254,30,7620,30,validation,7620
SD58SZeejDI,254,30,7620,30,validation,7620
k3Vhm9xMhN4,263,30,7890,30,training,7890
yzXkWk4qsLI,259,29,7511,29,training,7511
jgfWMeKz2pQ,265,29,7685,29,training,7685
waEzd6K5w7s,265,29,7685,29,training,7685
Vl2Y0dJtKcw,255,25,6375,25,validation,6375
WMjQMZ2ecUs,257,29,7453,29,training,7453
lal83SJMIh4,255,30,7650,30,training,7650
TyFh71eFYds,255,29,7395,29,training,7395
b4ITPovqC24,256,30,7680,30,training,7680
sHvMQI8p5zQ,256,25,6400,25,training,6400
MWRixoeZ6nk,256,30,7680,30,training,7680
tYa_8HVPgZ4,256,25,6400,25,training,6400
twNawrj7XpA,256,25,6400,25,training,6400
UUe0wH8AoIs,256,29,7424,29,training,7424
VcPAnkcw5N8,275,29,7975,29,validation,7975
bYNIE32mgo4,262,29,7598,29,validation,7598
j73KpYPTG_0,257,29,7453,29,training,7453
Y4bCTP41knc,257,30,7710,30,testing,7710
-kIaOkFlOXs,257,29,7453,29,training,7453
AahrTaiI4CY,266,25,6650,25,training,6650
JgKN3BuvC3E,260,25,6500,25,training,6500
NbRg0gsX0js,258,30,7740,30,validation,7740
y5ZqLKpLN18,258,30,7740,30,training,7740
s6_Qbdzff6g,280,24,6720,24,training,6720
cUyDLdGguTg,261,30,7830,30,training,7830
ey8roRtIOVY,269,29,7801,29,testing,7801
jcFsAMPHlTQ,271,29,7859,29,validation,7859
OOhATpLf0FA,26,30,780,30,testing,780
n9p4tTmg7EQ,26,30,780,30,training,780
vQJViAxLFJU,26,25,650,25,training,650
XtsJwWSB-nI,26,30,780,30,training,780
UYofH5dah8o,25,29,725,29,training,725
NIry22-Q78s,25,29,725,29,validation,725
MUENXC111DI,27,30,810,30,validation,810
vIAECH-I8qs,29,30,870,30,validation,870
L6TlWpqSMFY,119,30,3570,30,training,3570
-kR91v5a3zA,26,29,754,29,training,754
PlsRpaOLIXY,26,29,754,29,training,754
JgKGRzs9n24,26,29,754,29,training,754
4n8sVUKdFco,32,29,928,29,training,928
EYuUUZ5l_04,26,30,780,30,validation,780
t-jiKN8_Mb8,26,20,520,20,training,520
CPlfvVdM81M,26,30,780,30,validation,780
dkyrwvFAUu4,43,24,1032,24,validation,1032
AepmNSPLNVQ,26,29,754,29,training,754
mNHB4G7rjZ0,26,30,780,30,validation,780
RI8UuN0OspQ,28,25,700,25,training,700
EmVqa4RVC3I,26,25,650,25,validation,650
6Id-26ckPCk,71,30,2130,30,validation,2130
ov1xhpnZ6yc,26,30,780,30,validation,780
HnJpY-Qw7lE,26,30,780,30,training,780
PtaD9TzwrnU,31,30,930,30,training,930
eRFbMUTp2jU,26,30,780,30,training,780
xsTGnXhai6E,26,29,754,29,training,754
gbgx3gglRZk,26,30,780,30,validation,780
ZTlKnm1_PAE,26,25,650,25,training,650
1Xof7SsfMhY,26,30,780,30,training,780
uQVqv4ghs74,26,29,754,29,training,754
EqRhsD7Oubs,25,29,725,29,training,725
RPWRBGUAiyM,26,23,598,23,training,598
jjy1kk3FA5c,26,25,650,25,testing,650
Z-qebA9XfWc,26,30,780,30,training,780
Jh8OMkkjNPQ,27,15,405,15,training,405
Q1p70Wi93TY,26,29,754,29,training,754
uF8u6D_tcms,26,30,780,30,testing,780
a9ilKEPNe3Y,103,25,2575,25,training,2575
9W5eNxBzOKw,29,29,841,29,training,841
YfggxAtRnTw,26,29,754,29,training,754
1OaLGXEfi9I,26,12,312,12,training,312
Tb5cvJKN-fs,26,30,780,30,training,780
wcsT5WQPfqc,26,23,598,23,training,598
446AOUoz9ig,26,23,598,23,training,598
JPm_S7WQgKY,29,25,725,25,training,725
SIQFIs5upPw,26,25,650,25,training,650
bCpZfKInXIw,26,29,754,29,training,754
IOF6hgArnCA,26,13,338,13,testing,338
9vPFqClMw1c,115,30,3450,30,training,3450
Ck8AkA7PIBg,26,25,650,25,training,650
pvXNsQ-T7rw,26,29,754,29,training,754
NCoQUu5-ZK0,165,25,4125,25,training,4125
sGeCj7SQy-4,26,25,650,25,training,650
LrSkVeuo6nU,26,29,754,29,training,754
UyphlFDTRRA,40,29,1160,29,training,1160
cJqNbgWURig,26,29,754,29,training,754
HiLOw-ha6hI,26,30,780,30,training,780
02qrXp61a8o,26,29,754,29,training,754
V4M7RQeZpf8,26,29,754,29,training,754
Xm2sYz4ptoE,26,15,390,15,training,390
NRuod6dREeA,26,29,754,29,training,754
6PVk5XwhMnY,27,29,783,29,training,783
Kjpp8MBCEoY,28,29,812,29,validation,812
Cc_1VukIPQk,26,30,780,30,training,780
afF7xpkTpCE,26,29,754,29,training,754
7KGW_TPqdeg,60,30,1800,30,training,1800
qGAhYPB-ILM,26,23,598,23,validation,598
ch5qtb-3dYU,26,29,754,29,validation,754
0nN5CNeGbXU,26,30,780,30,training,780
hJLnVm3g_XE,26,30,780,30,training,780
1FG5D2-ufUo,26,30,780,30,training,780
H0hW1piK4ZA,150,25,3750,25,testing,3750
9WetitSmuI4,26,29,754,29,validation,754
t1t1j9GqSFE,26,29,754,29,training,754
X9pvC4gr4hY,59,29,1711,29,training,1711
4_Zv63ki6yo,117,30,3510,30,testing,3510
qEf5VH0AS1A,32,27,864,27,testing,864
Kxp_cor6_s0,26,23,598,23,training,598
g4gEeptwEjw,26,30,780,30,validation,780
TTUn6qVWcfE,26,29,754,29,training,754
8x1GKuHLk38,60,30,1800,30,training,1800
1kyYQSdKxBM,26,29,754,29,validation,754
wJrjSlca3Yo,26,30,780,30,training,780
NhzX94vZnFU,27,15,405,15,training,405
ny6mToO1KVc,26,30,780,30,training,780
oG6Fk_xm6HM,32,30,960,30,training,960
GnP5mCdc8ck,27,30,810,30,validation,810
mm1QbwH8rTM,26,30,780,30,validation,780
d9usGkpLzDE,26,30,780,30,training,780
5QDdH7eruAM,47,25,1175,25,training,1175
OJFHYRHrOHQ,26,25,650,25,validation,650
cVrv7T6twsY,26,30,780,30,training,780
KQfsNk09i_E,26,29,754,29,training,754
1kavN8TDrm8,27,30,810,30,validation,810
EZqYjslP07E,35,25,875,25,training,875
fv7NBEwZMds,26,25,650,25,validation,650
dmp1Lg7ceQw,26,16,416,16,validation,416
4IlGeLA6uZM,26,30,780,30,training,780
WxWHYlCQeME,74,29,2146,29,validation,2146
GwrKXKF7QpM,26,25,650,25,training,650
JG-0hiU8NfQ,26,25,650,25,training,650
7G7KjGlFTRY,26,30,780,30,training,780
OAt5hkPNA2Y,26,30,780,30,training,780
LQnes3F5Z3Y,26,30,780,30,training,780
c-_61ZJdprQ,26,30,780,30,training,780
N7Fw1HriVgI,26,30,780,30,testing,780
kzKpDq5obOU,35,29,1015,29,training,1015
VS7sqENyjP8,26,29,754,29,training,754
KLfz1HtQlvQ,30,29,870,29,validation,870
w46P5N9bucc,33,30,990,30,validation,990
D-AWyXIpCt0,26,29,754,29,training,754
egaLfz95SEY,26,30,780,30,training,780
1iQJZ6nH-pg,26,16,416,16,training,416
n_qRNM0cggs,28,30,840,30,training,840
QWuG5CIwGU8,65,29,1885,29,training,1885
BToqScvUH3s,26,15,390,15,training,390
fKE-kZ9TBDU,31,29,899,29,training,899
tICn_snJ44E,27,29,783,29,training,783
IEpqYB6N3zA,47,29,1363,29,training,1363
u6ahHQvAo58,27,30,810,30,training,810
U7JT3mb2mmA,27,30,810,30,training,810
U6t-JoHRzlw,26,29,754,29,validation,754
cZDKtPI8Jao,260,25,6500,25,training,6500
pJY7FB-SErE,260,29,7540,29,training,7540
3Gt-Rs3g-oo,260,30,7800,30,training,7800
cqZ14ly9wtw,265,30,7950,30,training,7950
Hf5Fgc2cu4k,261,23,6003,23,training,6003
7eoQQJScd7Q,573,29,16617,29,training,16617
Rm1aJ3k0u84,268,29,7772,29,training,7772
OuT-Y1dkoKE,278,30,8340,30,training,8340
74xxAP2oZO8,262,29,7598,29,validation,7598
73JkGPfhnoI,263,29,7627,29,training,7627
yJynTbi_Rp8,262,29,7598,29,training,7598
la3A12hi7m0,262,29,7598,29,training,7598
mLGc4CA5haQ,267,29,7743,29,training,7743
q5hn4vi07SE,270,30,8100,30,validation,8100
FDPHSgFbKc4,265,30,7950,30,validation,7950
tks9NkDx3Mk,266,10,2660,10,training,2660
vQ94ta_TFVI,266,29,7714,29,training,7714
MvdNDQy0utA,267,29,7743,29,training,7743
m80R7vp__3c,267,30,8010,30,training,8010
tVJBm2stjqk,268,29,7772,29,validation,7772
XSMqlCLwniA,268,30,8040,30,training,8040
KkHErmbPBbA,283,29,8207,29,validation,8207
ikzI2u2mBdo,269,30,8070,30,validation,8070
zAX5rfFSj-8,26,29,754,29,training,754
Obs9mIOX3Tk,45,30,1350,30,testing,1350
I_OzyvTotXg,27,23,621,23,testing,621
nkVFoUXDXfQ,27,23,621,23,training,621
3GE5JqTqo5o,27,29,783,29,training,783
cJ9LyVzTmKw,27,10,270,10,training,270
-o6TpIcXLfM,27,25,675,25,testing,675
IiQaMocLP1o,35,25,875,25,testing,875
tQAMUB18yZo,27,30,810,30,training,810
jTaF_q6uhI0,27,25,675,25,training,675
e48MxUpho3g,27,30,810,30,training,810
YPWWJbm5L3k,33,30,990,30,training,990
7x9sQx_NJ3M,41,30,1230,30,testing,1230
JPpZGfgFYLA,29,29,841,29,validation,841
FvO6wWj8JLk,27,29,783,29,training,783
kpjuUGrPHSw,43,30,1290,30,testing,1290
L-zuaiQS0D0,27,29,783,29,testing,783
jYYQSNb8X9Y,27,29,783,29,training,783
4H1SEMGH91k,27,29,783,29,training,783
f6ZYG0NqBDI,27,29,783,29,training,783
K-pfjqzBaaA,29,23,667,23,testing,667
BBGZ1UFPLmM,27,30,810,30,training,810
jFapMfWDe5Y,36,29,1044,29,training,1044
pjMVJorL0xY,27,25,675,25,training,675
8CcuWW6vNhw,27,30,810,30,testing,810
GzWroUiexm8,27,16,432,16,training,432
HDL1RPCpu5U,27,30,810,30,validation,810
YkNpDx8-4NU,32,29,928,29,training,928
cPLcdjYxN_A,27,30,810,30,training,810
3-Uw6BUbEe0,27,29,783,29,training,783
Is8sO0qHeHc,354,30,10620,30,testing,10620
U6uMNnIjcSo,27,24,648,24,training,648
JnlqN-1nBmc,27,30,810,30,training,810
4nf76z2b3ZI,95,29,2755,29,training,2755
LzA31BXoIGA,27,24,648,24,training,648
j19O7Y_8-JI,41,29,1189,29,training,1189
xTcX1mcbJ2M,30,30,900,30,training,900
SYNxBj2fDFg,29,23,667,23,training,667
l_5kB3pea_A,94,30,2820,30,training,2820
UUeC6Zusri4,27,25,675,25,testing,675
7Xai4rn8-oI,27,29,783,29,testing,783
ztDjWGv3q10,27,27,729,27,training,729
nEtmsoeteXA,36,30,1080,30,training,1080
LRKzKOGuBy4,27,30,810,30,training,810
KjeR7oQb8pU,27,30,810,30,validation,810
cHy6qVUOzHU,27,30,810,30,training,810
Trzu1h6JYvE,27,25,675,25,validation,675
dRysV75CEkM,27,29,783,29,training,783
ui4jTXvuEaA,27,30,810,30,training,810
dNilV60ex7c,27,23,621,23,training,621
I2MafXkQ9ro,27,30,810,30,validation,810
3BFZXo3zk18,28,30,840,30,training,840
WO4Xf-rkp88,27,30,810,30,training,810
atu4zlm7wT8,27,29,783,29,validation,783
4BoDMUIJN7Y,27,29,783,29,validation,783
bbhMLf_8xKE,27,30,810,30,training,810
MPuY8vP2nQI,27,30,810,30,training,810
533ykhm4EGQ,141,30,4230,30,training,4230
R2E-YaszT-8,32,29,928,29,training,928
HEV5NOHXNNw,36,25,900,25,testing,900
CRb1wvsv9Gs,27,29,783,29,testing,783
vaK059aqaQE,27,30,810,30,validation,810
JrMVebQ9zDE,27,30,810,30,training,810
CI9gnuFJ6Ps,27,29,783,29,training,783
xr8XdEgoVD4,27,25,675,25,training,675
my43nTP1e4Q,27,30,810,30,training,810
Pe9HrhY6iNw,28,30,840,30,training,840
slwZkURVTiQ,27,29,783,29,training,783
rGAKNGLZTHI,27,30,810,30,training,810
Xaw8a6dWIFA,28,30,840,30,training,840
XSDgqT4v7xo,27,30,810,30,training,810
N9asUXFIaZM,27,29,783,29,training,783
UnwpJr7451M,27,30,810,30,training,810
u4P8wWEn7mY,27,23,621,23,training,621
Fg9gc_XR7QA,55,29,1595,29,training,1595
UijwrcyqM70,27,30,810,30,validation,810
pfzSBPp_U7o,27,30,810,30,training,810
nfyH7A9lldo,27,26,702,26,training,702
Mtxy3xa0E5Y,27,29,783,29,training,783
k30j-QYLATg,99,30,2970,30,testing,2970
Wd0kvPv3YJI,129,29,3741,29,validation,3741
KPa44jd5NgQ,35,30,1050,30,training,1050
qlHBq7jM8fQ,27,23,621,23,training,621
poWE3aGtVQM,29,30,870,30,validation,870
KRlPSdSqHJU,27,30,810,30,training,810
Y8nH_Q8sgR4,27,29,783,29,training,783
2YHRNz529v4,99,29,2871,29,training,2871
SlCVtGFkk_c,27,25,675,25,validation,675
6asZYXNUZOI,27,30,810,30,training,810
5cm_Vq7pXEw,33,25,825,25,training,825
MAA2SadobS0,30,29,870,29,training,870
oPvDTuKbFns,28,30,840,30,training,840
NK23mYrQTlw,27,29,783,29,training,783
h6XTA9AbwRs,27,29,783,29,training,783
e7ZJ5qrA6UQ,57,30,1710,30,training,1710
TshLJqInBAU,30,29,870,29,training,870
ZLYBqkOGBDk,27,30,810,30,validation,810
pbVtTKi-zDA,27,29,783,29,training,783
jVC9Dtzx-zM,27,20,540,20,training,540
Ugax2RFHzFE,27,20,540,20,training,540
kMOG-tfd_mo,27,14,378,14,training,378
M2-02VRbfbM,27,30,810,30,training,810
ceyCfIuH0yQ,141,25,3525,25,validation,3525
I4hJZPLggjQ,27,23,621,23,testing,621
cQp6GYgJImE,27,29,783,29,training,783
j4sT2dj7VPI,27,15,405,15,training,405
6I1odKECZRU,27,25,675,25,testing,675
3wqt8wsL_vE,27,30,810,30,training,810
4pF7A3BQBxA,48,30,1440,30,training,1440
Q7lHI3PjKes,30,29,870,29,validation,870
TF-fWuZmgCY,29,29,841,29,training,841
jjc1QEsxLk4,28,29,812,29,training,812
aV7PiHTiPY0,27,30,810,30,testing,810
FLZyHocSk3o,27,30,810,30,training,810
noHPu5K-Au4,27,30,810,30,training,810
l2zTXtkHkNg,31,29,899,29,training,899
L6zC_t8xu-k,31,25,775,25,training,775
ElP-3I884Dg,47,30,1410,30,training,1410
xMtDBLTNLFE,28,29,812,29,training,812
D6HkJavv5iQ,59,30,1770,30,training,1770
U3bw_Q2st4Q,28,30,840,30,training,840
7DjryILRGhw,27,23,621,23,training,621
YV6d1h3LiQw,32,29,928,29,validation,928
pKEnSEubtoY,38,30,1140,30,training,1140
0XOpXg7KGzI,27,30,810,30,training,810
VbPatGdhLNY,27,30,810,30,training,810
9ucYujxJxug,310,29,8990,29,training,8990
1okpf8B73Wc,270,30,8100,30,training,8100
WQRUy8xhXPg,270,29,7830,29,training,7830
9dj_j-k6BwI,278,30,8340,30,training,8340
ZXTx_-x7mA4,519,30,15570,30,training,15570
pVXf5GyHxKo,271,29,7859,29,training,7859
cOXkF8tGTyc,271,30,8130,30,training,8130
2Z2uCSEXi3M,272,29,7888,29,validation,7888
o4ENLFh2Qsg,275,25,6875,25,training,6875
SwEV2peH_B8,275,29,7975,29,validation,7975
K_Pe-Bh6unQ,275,30,8250,30,validation,8250
yqhYPrN-UzQ,275,29,7975,29,validation,7975
cNvWf_2TU_0,276,25,6900,25,training,6900
Y2UzIuKTG2s,276,25,6900,25,training,6900
ZYqr3MYYJ_E,284,25,7100,25,training,7100
PW6VMp0R6lw,278,29,8062,29,validation,8062
Z0iRx7bdPwo,278,24,6672,24,training,6672
sRND6sYYWQg,278,29,8062,29,training,8062
elHrllORlB8,284,25,7100,25,testing,7100
Npp3jfTVy-Q,298,29,8642,29,validation,8642
sKxUQeHTdSU,279,30,8370,30,training,8370
lLf7r53P4rM,279,30,8370,30,testing,8370
-v7ovQSt5pM,27,29,783,29,training,783
AwU1Hgs9D7A,27,29,783,29,validation,783
V1_ojX-6i_Q,28,30,840,30,training,840
PihuUu8mr_M,28,30,840,30,training,840
c85bFr0P7pU,29,30,870,30,training,870
zyI5b27exuQ,31,25,775,25,validation,775
5V0fEDVFLX4,28,30,840,30,training,840
d2fjyCKiTrQ,29,30,870,30,training,870
2wKsIz4D2JM,30,29,870,29,training,870
W4-fQAOImYE,79,30,2370,30,validation,2370
Wv9NgHAkJ1A,28,29,812,29,training,812
O3giZkdVcAE,28,29,812,29,training,812
g5yYaWKk21o,28,29,812,29,training,812
vtgQ1GCbrEs,28,30,840,30,training,840
TDn7klDe59A,28,29,812,29,validation,812
UkvA0PRN-mg,28,29,812,29,training,812
RGcquaYotUs,31,25,775,25,training,775
toAntFeheI4,30,30,900,30,training,900
l7D4vAamhr4,28,29,812,29,validation,812
kp2eURdb4uc,28,29,812,29,training,812
uzCz-ZUPDYI,28,25,700,25,training,700
ojcNUeY8CQI,28,29,812,29,testing,812
NKjlx55vRNw,28,30,840,30,testing,840
zc0TaOiaDyE,28,24,672,24,training,672
ZgjqbXQbB3A,28,30,840,30,training,840
IHrh-xbNhFw,33,25,825,25,training,825
1rf5xp0XFXc,28,30,840,30,training,840
4XCrzklUYX8,28,29,812,29,training,812
LcCpCZIvzrM,28,30,840,30,validation,840
TuhiP3Mxacc,28,30,840,30,training,840
Ws7OJXWIRg8,41,23,943,23,training,943
pA2jV7Qn4EA,28,30,840,30,training,840
A0Nk7gXVHdw,28,29,812,29,training,812
EKyXVlhHQDg,33,30,990,30,training,990
_V4t3Lsp69k,50,29,1450,29,training,1450
oQMnbLGkJvc,29,25,725,25,training,725
VdEk1VPey0Q,28,30,840,30,training,840
Lw-qUvrGUJk,28,30,840,30,validation,840
geNYQ-rfb1o,28,29,812,29,training,812
5Tr5GoT73NE,28,30,840,30,training,840
zpGV6r4POXg,28,29,812,29,training,812
pu8j3JP0FIs,28,29,812,29,training,812
NJ5SX3Gu_oM,28,30,840,30,training,840
mVW0ROAoAaw,28,30,840,30,training,840
KCUUqBlOuYo,46,30,1380,30,training,1380
Nqn0jJz0Wdw,28,23,644,23,validation,644
NULrCwF93k4,28,25,700,25,training,700
iZz7lPqkM88,32,29,928,29,training,928
ZRsFNf3srRE,28,30,840,30,training,840
2RhD3Sv65aY,28,30,840,30,training,840
H0Z2vld6JiQ,28,29,812,29,validation,812
7SCwNQZvmvo,28,29,812,29,training,812
L168stDOuOc,28,15,420,15,training,420
_3D0Ghp9HBk,28,23,644,23,training,644
O_u9kfQSR_M,30,25,750,25,training,750
vBQ-nvciLl4,57,29,1653,29,training,1653
CwzGzN7kEFY,29,29,841,29,training,841
WrN9FbxevkA,30,25,750,25,training,750
g6vfLR8FmWY,30,23,690,23,training,690
uy9D1smvCqY,76,29,2204,29,validation,2204
KgLUuTswsj4,28,30,840,30,training,840
qlG73hpizi4,28,29,812,29,training,812
3qRBJxJdfOA,28,30,840,30,testing,840
P_vyNMWT1uk,28,29,812,29,testing,812
Nz9AML1tI2E,29,29,841,29,training,841
9LdPyJOnuLA,41,29,1189,29,training,1189
K7HUq9nCNFw,28,25,700,25,validation,700
rlGVek0knF4,57,29,1653,29,training,1653
zUngIeoLOtg,128,25,3200,25,training,3200
MVn5yZTTOsc,59,29,1711,29,training,1711
HennmWzr0wE,28,30,840,30,training,840
VGfECoZIB0E,28,29,812,29,training,812
rRhd3T9rrSk,28,29,812,29,training,812
rumuab5u5vc,28,29,812,29,training,812
Aefa5nYu8bM,28,30,840,30,training,840
Y03lUtvcuGc,28,30,840,30,training,840
z9F6yQpI9Xc,28,30,840,30,training,840
kPS0zwQxckw,31,30,930,30,testing,930
6llb9kT-znA,28,30,840,30,validation,840
fqJzakjx7UU,28,29,812,29,validation,812
Rl1lsj3AEI8,28,30,840,30,validation,840
ADWaCBLdnBU,28,29,812,29,testing,812
g87fEqitKVc,28,24,672,24,validation,672
2rQKpIIHwxk,43,29,1247,29,training,1247
fuDqCwl_jLI,28,22,616,22,training,616
Y73AWAVKiEM,28,30,840,30,training,840
ZWbU3hElWgk,28,30,840,30,training,840
6goPQpovF7c,37,30,1110,30,validation,1110
b-IphL26-pU,28,25,700,25,training,700
m4WyLYCnAgw,28,29,812,29,training,812
wulHEhPsn4w,28,29,812,29,training,812
EvOEXZhPlrY,28,30,840,30,training,840
3bO7gej2NwQ,35,29,1015,29,training,1015
3-hpk2zon4k,28,30,840,30,testing,840
dd5UX1zLOVw,28,23,644,23,training,644
cvcKssKNW4c,28,29,812,29,training,812
gNwGJEI-qsI,28,29,812,29,training,812
k5Z-m4ndS_k,33,30,990,30,testing,990
Oj_eSbODsJI,28,30,840,30,validation,840
1aV_ZdSENho,28,25,700,25,training,700
N-PwjLucdR4,29,29,841,29,training,841
R3M83EZytaw,28,30,840,30,training,840
0Sss-OdwI0I,28,30,840,30,training,840
ymFfZVcoUF0,28,30,840,30,training,840
EoCX6AZNl4Q,29,30,870,30,training,870
aHtRTZSmM9w,29,30,870,30,training,870
i5jv-FCcgpw,28,25,700,25,training,700
